start_time,finish_time,geometry,label,elevation,user_id,place_id
1224731105,1224731115,POINT (116.2987203333333 39.98398866666667),0,62.8904,0.0,1.0
1224736482,1224736492,POINT (116.324803 39.99972133333333),1,53.644800000000004,0.0,1.0
1224755731,1224756149,POINT (116.3220507222222 40.00933811111111),2,49.10666666666667,0.0,1.0
1224757256,1224757276,POINT (116.3194784 40.0086496),3,53.09616000000001,0.0,1.0
1224757955,1224758000,POINT (116.3222640909091 40.00884018181818),4,25.520072727272733,0.0,1.0
1224758746,1224760102,POINT (116.32163575 40.0089055),5,80.23860000000002,0.0,1.0
1224760262,1224760272,POINT (116.3209716666667 40.00928),6,25.6032,0.0,1.0
1224814519,1224814529,POINT (116.321995 40.00871166666667),7,39.827200000000005,0.0,1.0
1224814969,1224815361,POINT (116.3224147021277 40.00872554255319),8,38.949548936170224,0.0,1.0
1224815366,1224815366,POINT (116.322162 40.008671),9,35.052,0.0,1.0
1224816411,1224816426,POINT (116.3211615 40.00918925000001),10,33.756600000000006,0.0,1.0
1225033427,1225033447,POINT (116.3203456 39.9265274),11,56.57088,0.0,1.0
1225109144,1225109154,POINT (116.3219393333333 40.008777),12,158.8008,0.0,1.0
1225154506,1225155136,POINT (116.2968809090909 40.01163859090909),13,42.838254545454554,0.0,1.0
1225155141,1225155701,POINT (116.296896 40.01160962698412),14,38.95392380952384,0.0,1.0
1225156466,1225156566,POINT (116.2965387826087 40.00968895652174),15,30.108939130434784,0.0,1.0
1225158971,1225159381,POINT (116.296563625 40.00611600000001),16,3.6195000000000004,0.0,1.0
1225162646,1225162646,POINT (116.324312 39.999557),17,5.486400000000001,0.0,1.0
1224741707,1224741717,POINT (116.3275243333333 39.97804966666666),18,36.1696,1.0,2.0
1224760224,1224760229,POINT (116.3064135 40.013802),19,27.432000000000002,1.0,2.0
1224762593,1224805421,POINT (116.3065313881279 40.0138255022831),20,29.56699178082193,1.0,2.0
1224807300,1224807300,POINT (116.325174 39.978897),21,62.7888,1.0,2.0
1224807788,1224807798,POINT (116.32663675 39.97799425),22,60.4266,1.0,2.0
1224813771,1224813791,POINT (116.3084012 39.9810392),23,79.12608,1.0,2.0
1224815497,1224815557,POINT (116.3101531333333 39.9813864),24,148.72208,1.0,2.0
1224818795,1224818980,POINT (116.3131207111111 39.97958626666667),25,52.161440000000006,1.0,2.0
1224819195,1224819980,POINT (116.3136758157895 39.97958636842105),26,49.77063157894739,1.0,2.0
1224820818,1224821271,POINT (116.3254363333333 39.97884545833333),27,71.8566,1.0,2.0
1224821575,1224821615,POINT (116.3267528888889 39.97793),28,44.196000000000005,1.0,2.0
1224826793,1224826823,POINT (116.3112544285714 39.98270571428571),29,68.8848,1.0,2.0
1224830125,1224830150,POINT (116.3270615714286 39.97793214285714),30,99.75668571428572,1.0,2.0
1224892352,1224892427,POINT (116.3060450588235 40.01598535294118),31,43.31745882352942,1.0,2.0
1224894054,1224894054,POINT (116.309181 39.996401),32,54.559200000000004,1.0,2.0
1224898582,1224898597,POINT (116.19974525 39.99369925000001),33,96.6216,1.0,2.0
1224899914,1224899929,POINT (116.19748825 39.99671225),34,87.24900000000001,1.0,2.0
1224900412,1224900839,POINT (116.196690407767 39.99688517475727),35,96.62455922330099,1.0,2.0
1224903878,1224904203,POINT (116.180887 40.002697),36,349.5040000000001,1.0,2.0
1224904543,1224904553,POINT (116.1772676666667 40.00335833333333),37,374.59919999999994,1.0,2.0
1224906337,1224906417,POINT (116.1714100384615 40.00134865384616),38,418.60763076923075,1.0,2.0
1224908414,1224908417,POINT (116.1675645 40.002238),39,621.3348000000001,1.0,2.0
1224909146,1224909518,POINT (116.1669297303371 40.00185339325843),40,636.3230831460673,1.0,2.0
1224909766,1224910106,POINT (116.16591776 40.00015286666667),41,651.223488,1.0,2.0
1224910817,1224910817,POINT (116.159111 39.999053),42,667.8168000000001,1.0,2.0
1224912300,1224912455,POINT (116.1513244571429 39.99716762857143),43,690.3720000000001,1.0,2.0
1224914204,1224914514,POINT (116.145314 39.992549),44,737.5144,1.0,2.0
1224914658,1224914813,POINT (116.1455350909091 39.99323384848485),45,746.4829090909091,1.0,2.0
1224922194,1224922219,POINT (116.1870218333333 39.99366866666667),46,125.0696,1.0,2.0
1224923199,1224923294,POINT (116.1866226666667 39.98972338095239),47,125.28731428571434,1.0,2.0
1224924479,1224924577,POINT (116.1881465 39.98904776923078),48,131.1695076923077,1.0,2.0
1224927382,1224927617,POINT (116.1940065283019 39.99100064150943),49,101.00381886792456,1.0,2.0
1224933796,1224933806,POINT (116.3063066666667 40.01404066666666),50,33.1216,1.0,2.0
1224934199,1224976475,POINT (116.3065754285714 40.01379642857143),51,40.015885714285716,1.0,2.0
1224980437,1224988597,POINT (116.3416516666667 40.07539500000001),52,31.1912,1.0,2.0
1224991637,1224991657,POINT (116.333815 39.9748005),53,35.306,1.0,2.0
1224993325,1224994345,POINT (116.3841518660287 39.97765868899521),54,55.82506794258375,1.0,2.0
1224996130,1224996730,POINT (116.3843196746032 39.97768049206349),55,51.233009523809535,1.0,2.0
1224996735,1224997340,POINT (116.3840896825397 39.97762501587302),56,41.97773333333335,1.0,2.0
1225002902,1225003604,POINT (116.3856581428571 39.97563817006802),57,36.003722448979595,1.0,2.0
